sample_id,pathway_name,max_prob,mean_prob,n_pairs,partners,directions,rank
ALk2,Prostaglandin,2.0940453491629187e-5,2.8242148251079043e-6,38,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; gdT; Granulocytes (Neutrophils); NK cells_CD56-_CD16+_cytokine; Treg,Plasma->Immune,15
ALk2,RESISTIN,2.069888956729126e-5,7.158233100129474e-6,6,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA-; Granulocytes (Neutrophils),Immune->Plasma,16
ALk2,SELPLG,1.915234286727587e-5,1.5613077904814433e-5,6,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; cDC2; pDC,Plasma->Immune,17
ALk2,CD99,1.4303458219272848e-5,1.5973540403088743e-6,27,Activated B cells; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; gdT; Granulocytes (Neutrophils); Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,18
ALk2,COLLAGEN,9.700485910130416e-6,9.585906870282062e-7,89,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Granulocytes (Neutrophils); Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,19
ALk2,CD48,7.77628458262638e-6,5.047414246677218e-6,3,CD16 Mono; cDC2; gdT,Plasma->Immune,20
ALk3post,MIF,4.6710531978357174e-4,1.2054932247208614e-4,42,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune,1
ALk3post,CypA,3.9918754855750184e-4,2.4271380433166917e-4,7,B cells_cycling; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; pre-mDC,Immune->Plasma; Plasma->Immune,2
ALk3post,APP,2.2079776264235642e-4,2.5576292399901865e-5,14,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Colony Forming Unit-Granulocytes; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Regulatory B cells,Immune->Plasma,3
ALk3post,MHC-I,1.7059026459640664e-4,2.3642709302213117e-5,136,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; gdT; Granulocytes (Neutrophils); MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALk3post,BAFF,9.369624733977626e-5,1.5459454460546847e-5,51,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,5
ALk3post,APRIL,6.24661884789642e-5,8.130034158548482e-6,22,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pre-mDC,Immune->Plasma,6
ALk3post,GALECTIN,2.705211133729101e-5,8.506065254169325e-6,13,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC,Immune->Plasma,7
ALk3post,PECAM2,2.53095076340236e-5,3.5244549824093544e-6,32,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_Naive; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; Megakaryocyte/erythroid progenitors; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,8
ALk3post,RESISTIN,1.9735449925892516e-5,1.169138595828445e-5,5,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; Granulocytes (Neutrophils),Immune->Plasma,9
ALk3post,CD99,1.7194496989338892e-5,3.599142534667633e-6,12,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine,Plasma->Immune,10
ALk3post,MK,1.3072069621787374e-5,2.3438975026445477e-7,108,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71- GlyA+; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,11
ALk3post,Prostaglandin,1.2610206092914718e-5,2.285165328654279e-6,18,CD16 Mono; CD4_EM; CD8_EM; CD8_TEMRA; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pre-mDC,Plasma->Immune,12
ALk3post,ICAM,1.10037040622316e-5,3.053828257131299e-6,49,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; pre-mDC; Treg,Immune->Plasma; Plasma->Immune,13
ALk3post,CD160,3.6589942656394826e-6,1.6528669105061343e-6,8,CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; gdT; MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature,Immune->Plasma,14
ALk3post,PECAM1,3.4850825829879136e-6,9.400730440680322e-7,29,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Regulatory B cells,Immune->Plasma; Plasma->Immune,15
ALk3post,IGFBP,2.703722503871323e-6,1.60630434926256e-6,2,MAIT; pDC,Immune->Plasma,16
ALk3post,CD48,2.5053293741041423e-6,1.15013168907378e-6,7,CD16 Mono; CD8_Naive; CD8_TEMRA; gdT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature,Plasma->Immune,17
ALk3post,MHC-II,2.339976579071508e-6,4.907703922251628e-7,19,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; Erythroid_CD34+ CD71+ GlyA-; NK cells_CD56-_CD16+_cytokine; pDC; pre-mDC; Treg,Plasma->Immune,18
ALk3post,ADGRE,2.169952177367179e-6,6.8925341303759e-7,6,CD14 Mono_neutrophil-like2; CD16 Mono; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; NK cells_CD56-_CD16+_cytokine,Immune->Plasma; Plasma->Immune,19
ALk3post,SEMA4,1.990856857381775e-6,1.3092223547496143e-7,67,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Colony Forming Unit-Granulocytes; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocyte/erythroid progenitors; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; NK cells_CD56+_CD16-_immature; pDC; PlasmaCells; pre-mDC; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,20
ALk3pre,MIF,0.00185803,2.531761157534305e-4,80,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALk3pre,MHC-I,6.884545740344278e-4,8.563623275448068e-5,89,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; MAIT; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC,Plasma->Immune,2
ALk3pre,APP,3.811250322580324e-4,4.4801644832687043e-5,14,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Megakaryocytes; pDC; Regulatory B cells,Immune->Plasma,3
ALk3pre,BAFF,3.7073801038876576e-4,4.589867142455698e-5,51,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,4
ALk3pre,CypA,3.658534315845148e-4,6.204206242881953e-5,49,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,5
ALk3pre,MK,2.1750694227909886e-4,1.6109106640414318e-5,89,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,6
ALk3pre,PECAM1,1.095624878668429e-4,2.483328834062769e-5,32,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; cDC2; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,7
ALk3pre,PECAM2,1.0851095879661124e-4,2.031906007865008e-5,31,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD8_CM; CD8_EM; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,8
ALk3pre,APRIL,8.414795028900105e-5,2.7034152776054176e-5,20,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34+ CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; NK cells_CD56-_CD16+_cytokine; pDC,Immune->Plasma,9
ALk3pre,CLDN,4.924166793947729e-5,4.924166793947729e-5,1,PlasmaCells,Plasma<->Plasma,10
ALk3pre,CLEC,4.698473010297206e-5,9.467960051216834e-6,9,CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; gdT; MAIT; NK cells_CD56-_CD16+_cytotoxic_terminal; Treg,Plasma->Immune,11
ALk3pre,GALECTIN,4.4322811680110616e-5,1.2692273664512851e-5,20,Activated B cells; B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; Regulatory B cells; Treg,Immune->Plasma,12
ALk3pre,ICAM,3.379417573832517e-5,3.842767722421498e-6,109,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,13
ALk3pre,SELPLG,2.9686582906806807e-5,1.1572253942113143e-5,15,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD4_CM; CD4_Naive; CD8_TEMRA; cDC2; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class switched; Megakaryocytes; Naive B cells; pDC; Treg,Plasma->Immune,14
ALk3pre,THBS,2.1386428581351162e-5,5.2147556787488466e-6,12,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Megakaryocytes,Immune->Plasma,15
ALk3pre,MHC-II,1.9351296143753222e-5,9.309219639286207e-6,11,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; cDC2; NK cells_CD56-_CD16+_cytokine; pDC; Treg,Plasma->Immune,16
ALk3pre,Prostaglandin,1.7101841174554048e-5,2.3378368666014573e-6,74,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune,17
ALk3pre,ADGRE,1.621846631792801e-5,1.124481702209521e-6,68,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Regulatory B cells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,18
ALk3pre,COLLAGEN,1.2665608683118368e-5,1.7988849953192363e-6,121,B cells_cycling; CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; Erythroid_CD34+ CD71+ GlyA-; gdT; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,19
ALk3pre,CysLTs,1.210729761402818e-5,2.051605905506008e-6,36,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; cDC2; Erythroid_CD34+ CD71+ GlyA-; Granulocytes (Neutrophilic Metamyelocytes); Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; Regulatory B cells,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,20
ALk4,MIF,0.001403623,2.904181081510425e-4,62,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,1
ALk4,MHC-I,0.001224588,1.371490726440986e-4,144,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; gdT; Granulocytes (Neutrophils); Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Megakaryocytes; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,2
ALk4,CypA,8.642084904857875e-4,1.9811054476243526e-4,28,CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA+; Erythroid_CD34- CD71lo GlyA+; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,3
ALk4,MK,6.529846704270497e-4,5.9512760704996324e-5,63,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD4_Naive; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Erythroid_CD34- CD71+ GlyA+; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Mature B cells class able to switch; Mature B cells class switched; Naive B cells; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,4
ALk4,BAFF,4.6589239645081264e-4,8.374576048852371e-5,28,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; cDC2; Common myeloid progenitors; Erythroid_CD34- CD71+ GlyA-; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; pDC; Treg,Immune->Plasma,5
ALk4,CD99,4.367528397116e-4,1.0385821962148503e-4,46,CD14 Mono_neutrophil-like1; CD14 Mono_dendritic-like2; CD14 Mono_neutrophil-like2; CD14 Mono_dendritic-like1; CD16 Mono; CD4_CM; CD4_EM; CD8_CM; CD8_EM; CD8_Naive; CD8_TEMRA; cDC2; Common myeloid progenitors; gdT; Hematopoietic stem cells_CD133+ CD34dim; MAIT; Megakaryocytes; NK cells_CD56-_CD16+_cytokine; NK cells_CD56-_CD16+_cytotoxic_terminal; pDC; PlasmaCells; Treg,Immune->Plasma; Plasma->Immune; Plasma<->Plasma,6
